Job Title,Company,Experience,Location,Salary,Link,Skills
Software Developer - Appian,SUPERANNUATIONOPS,"<span class=""ellipsis fleft fs12 lh16"" title=""2-5 Yrs "">2-5 Yrs</span>","Pune, Chennai, Coimbatore",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-appian-superannuationops-private-limited-pune-chennai-coimbatore-2-to-5-years-300822006955"")","appian, java, ajax, rest, software development, agile"
Senior Software Developer,SAS Institute,"<span class=""ellipsis fleft fs12 lh16"" title=""10-13 Yrs "">10-13 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-developer-sas-institute-pune-10-to-13-years-220822501844"")","VMware, Hibernate, Linux, SAS, Javascript, Agile, HTML, MVC"
Senior Software Developer - Multimedia,VELOTIO Technologies,"<span class=""ellipsis fleft fs12 lh16 expwdth"" title=""2-7 Yrs "">2-7 Yrs</span>",Remote,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-developer-multimedia-velotio-technologies-pvt-ltd-pune-2-to-7-years-220822002890"")",
Multimedia Software Developer,Bramha Tech,"<span class=""ellipsis fleft fs12 lh16"" title=""4-6 Yrs "">4-6 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-multimedia-software-developer-bramha-tech-pune-4-to-6-years-300822004260"")","Multimedia Framework, GStreamer, MPEG, Angularjs, css, Ffmpeg, H264, Hls Streaming"
Hiring For ' Software Developer ' with US based MNC For Pune Location.,Rwaltz Software,"<span class=""ellipsis fleft fs12 lh16"" title=""2-6 Yrs "">2-6 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-hiring-for-software-developer-with-us-based-mnc-for-pune-location-rwaltz-software-private-limited-pune-2-to-6-years-020922005798"")",
Embedded C C++ Software Developer/Expert For Automotive ADAS BU,Bosch Global Software Technologies,"<span class=""ellipsis fleft fs12 lh16"" title=""3-7 Yrs "">3-7 Yrs</span>","Pune, Hyderabad/Secunderabad, Bangalore/Bengaluru",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-embedded-c-c-software-developer-expert-for-automotive-adas-bu-bosch-global-software-technologies-private-limited-hyderabad-secunderabad-pune-bangalore-bengaluru-3-to-7-years-220822008509"")",
Embedded Software Developer,Sena Applications Pvt Ltd,"<span class=""ellipsis fleft fs12 lh16"" title=""1-2 Yrs "">1-2 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-embedded-software-developer-sena-applications-pvt-ltd-pune-1-to-2-years-290822009595"")","Adc, embedded c, UART, I2C, Modbus, 8 Bit, Power Management, 32 Bit Microcontrollers"
Fullstack Software Developer,Excellarate Software Solutions,"<span class=""ellipsis fleft fs12 lh16 expwdth"" title=""5-10 Yrs "">5-10 Yrs</span>","Pune, Mumbai (All Areas)",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-fullstack-software-developer-excellarate-software-solutions-private-limited-pune-mumbai-all-areas-5-to-10-years-290822005759"")","Javascript, Node.Js, React.Js, software development, typescript"
Senior Blockchain Software Developer,HEROIC Cybersecurity,"<span class=""ellipsis fleft fs12 lh16"" title=""5-9 Yrs "">5-9 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-blockchain-software-developer-heroic-cybersecurity-pune-5-to-9-years-230822500581"")",
Java Software Developer,Cognizant,"<span class=""ellipsis fleft fs12 lh16"" title=""3-7 Yrs "">3-7 Yrs</span>","Pune, Kolkata, Hyderabad/Secunderabad, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-java-software-developer-cognizant-technology-solutions-india-pvt-ltd-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-7-years-030922002942"")","boot, Java, spring boot, Core Java"
Python Software Developer,Collabera,"<span class=""ellipsis fleft fs12 lh16 expwdth"" title=""5-10 Yrs "">5-10 Yrs</span>","Pune, Bangalore/Bengaluru",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-python-software-developer-collabera-technologies-private-limited-pune-bangalore-bengaluru-5-to-10-years-220822008862"")","Airflow, python, AWS, azure"
Software Developer - CAD,Neilsoft,"<span class=""ellipsis fleft fs12 lh16"" title=""1-6 Yrs "">1-6 Yrs</span>","Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-cad-neilsoft-private-limited-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-1-to-6-years-220822008952"")","c#, software development, cad, Inventor, Creo, C AD Application, written, VB net"
Senior Software Developer,Vaco Enterprise LLP,"<span class=""ellipsis fleft fs12 lh16"" title=""6-11 Yrs "">6-11 Yrs</span>",Pune(Kalyani Nagar),Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-developer-vaco-enterprise-llp-pune-6-to-11-years-250822009884"")","Core Java Development, Core Java Programming, Azure, J2EE, written communication, RDBMS, Java, GCP"
"Software developer with Microsoft Azure, Azure Bot Framework and  C#",IDC TECHNOLOGIES SOLUTIONS INDIA PVT LIMITED,"<span class=""ellipsis fleft fs12 lh16 expwdth"" title=""8-13 Yrs "">8-13 Yrs</span>","Pune, Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","10,00,000 - 16,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-with-microsoft-azure-azure-bot-framework-and-c-idc-technologies-solutions-india-pvt-limited-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-8-to-13-years-290822600344"")","c#, Azure Bot Framework, machine learning, SOA, LUIS, Unit Testing, Visual Studio, Azure"
Senior Software Developer - .Net/C#/Design Patterns,cliqhr.com,"<span class=""ellipsis fleft fs12 lh16"" title=""5-8 Yrs "">5-8 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-developer-net-c-design-patterns-cliqhr-com-pune-5-to-8-years-260822909693"")","C#, object-oriented programming, VB.NET, object - oriented programming, concurrency patterns, testing, Mercurial, SVN"
Embedded Software Developer,iQuest Management Consultants Pvt. Ltd,"<span class=""ellipsis fleft fs12 lh16"" title=""10-20 Yrs "">10-20 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-embedded-software-developer-iquest-management-consultants-pvt-ltd-pune-10-to-20-years-300822004845"")","embedded software development, C++, RTOS., interfaces, software analysis tools, c, QT, GUI Development"
Software Developer (classified with Questionnaire and PAF),Quality Naukri(IEIL),"<span class=""ellipsis fleft fs12 lh16"" title=""6-9 Yrs "">6-9 Yrs</span>","Pune, Chennai, Bangalore/Bengaluru","6,00,000 - 10,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-classified-with-questionnaire-and-paf-quality-naukri-ieil-pune-chennai-bangalore-bengaluru-6-to-9-years-090819002605"")",
Opening For Fullstack Software Developer,BriskWin IT (BWIT),"<span class=""ellipsis fleft fs12 lh16"" title=""6-11 Yrs "">6-11 Yrs</span>","Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-opening-for-fullstack-software-developer-briskwin-it-solutions-private-limited-pune-chennai-bangalore-bengaluru-mumbai-all-areas-6-to-11-years-270822002557"")",
Php Software Developer,Chandorkar Technologies OPC Private Limited,"<span class=""ellipsis fleft fs12 lh16"" title=""1-6 Yrs "">1-6 Yrs</span>",Pune(Bavdhan),"1,25,000 - 6,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-php-software-developer-chandorkar-technologies-opc-private-limited-pune-1-to-6-years-250822005917"")","Codeigniter, CSS, software development, git, Wordpress, MySQL, Javascript, php"
Analyst- Software Developer,Teachers Insurance and Annuity Association of America (TIAA),"<span class=""ellipsis fleft fs12 lh16"" title=""5-7 Yrs "">5-7 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-analyst-software-developer-tiaa-pune-5-to-7-years-230822501666"")","Software testing, Automation, Operating systems, Coding, IT infrastructure, Manager Technology, Hardware, Information technology"
Embedded Software Developer - Autosar,netWalk GmbH,"<span class=""ellipsis fleft fs12 lh16"" title=""5-10 Yrs "">5-10 Yrs</span>","Pune, Hyderabad/Secunderabad, Germany, Chennai, Bangalore/Bengaluru",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-embedded-software-developer-autosar-netwalk-gmbh-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-germany-5-to-10-years-131221000069"")","AUTOSAR, Embedded, Automotive"
Software Developer (Android ) At Peocit Software Solution Pvt. Ltd.,Peocit Software,"<span class=""ellipsis fleft fs12 lh16 expwdth"" title=""1-3 Yrs "">1-3 Yrs</span>",Remote,"2,00,000 - 5,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-android-at-peocit-software-solution-pvt-ltd-peocit-software-solutions-pvt-ltd-pune-1-to-3-years-260822007650"")","Java, Kotlin, Material Design, REST API, CSS, REST, Android SDK, Bootstrap"
Software Engineer - Senior - Cognos Developer,Zebra Technologies,"<span class=""ellipsis fleft fs12 lh16"" title=""6-10 Yrs "">6-10 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-software-engineer-senior-cognos-developer-zebra-technologies-corporation-pune-6-to-10-years-260822911102"")","Cognos, technical design, project management, system integration, project delivery, technical management, software engineering, SDLC"
Software Developer,Systel Rugged Computers India LLP,"<span class=""ellipsis fleft fs12 lh16"" title=""1-6 Yrs "">1-6 Yrs</span>","Pune, Navi Mumbai, Mumbai (All Areas)",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-systel-rugged-computers-india-llp-navi-mumbai-pune-mumbai-all-areas-1-to-6-years-050922000786"")","Backend, Front End, Coding And Unit Testing, Github, Travis CI, Snowpack, PostgreSQL, MariaDB"
Software Developer (Python),Greenovative Energy Pvt. Ltd.,"<span class=""ellipsis fleft fs12 lh16"" title=""3-7 Yrs "">3-7 Yrs</span>",Pune(Baner),Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-python-greenovative-energy-pvt-ltd-pune-3-to-7-years-030922004304"")","Python Framework, Python, Postgresql, Python Flask, API, Microservices, sql"
Java Developer Software Developer Experience & Fresher,Freelancer Varsha Abhijeet Kakde,"<span class=""ellipsis fleft fs12 lh16"" title=""0-2 Yrs "">0-2 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-java-developer-software-developer-experience-fresher-freelancer-varsha-abhijeet-kakde-pune-0-to-2-years-300822002913"")","Software Engineering, MySQL, Javascript, Java infrastructure, Java, IT Skills, Software Development Methodologies, Wordpress"
CAE Software Developer,Siemens,"<span class=""ellipsis fleft fs12 lh16"" title=""0-3 Yrs "">0-3 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-cae-software-developer-siemens-limited-pune-0-to-3-years-280622501465"")","DCOM, HyperMesh, Multithreading, Coding, CAD, Ansys, Data structures, MFC"
Fullstack Software Developer,PERSOLKELLY INDIA PRIVATE LIMITED,"<span class=""ellipsis fleft fs12 lh16"" title=""6-10 Yrs "">6-10 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-fullstack-software-developer-persolkelly-india-private-limited-pune-6-to-10-years-230822003602"")","Java, angular, aws, azure, microservices, IT Skills, J2EE, Python"
Plsql Software Developer,Focus Management Consultants Pvt Ltd.,"<span class=""ellipsis fleft fs12 lh16"" title=""1-3 Yrs "">1-3 Yrs</span>",Pune,"4,00,000 - 9,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-plsql-software-developer-focus-management-consultants-pvt-ltd-pune-1-to-3-years-220822006009"")","PL/SQL developer, Plsql Development, PLSQL, Oracle plsql developer, Procedures, Views, Stored Procedures, Plsql Oracle"
Automotive /Autosar Software Developer - Pune || Automotive OEM ||,Heylus HR Pvt Ltd,"<span class=""ellipsis fleft fs12 lh16"" title=""3-8 Yrs "">3-8 Yrs</span>",Pune,"8,00,000 - 16,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-automotive-autosar-software-developer-pune-automotive-oem-heylus-hr-pvt-ltd-pune-3-to-8-years-220822005538"")","autosar, Vehicle Spy, Autosar DCM, CANoe, DEM, NeoVI, Automotive, embedded C programming"
Python Software Developer | Global Tech Firm | Pune,Macrohire LLP,"<span class=""ellipsis fleft fs12 lh16"" title=""3-8 Yrs "">3-8 Yrs</span>",Pune,"10,00,000 - 20,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-python-software-developer-global-tech-firm-pune-macrohire-llp-pune-3-to-8-years-220822005301"")","python, IT Skills, Software Development, Testing, data structures"
Embedded Software - Developer,Infinics Global Solutions Pvt Ltd,"<span class=""ellipsis fleft fs12 lh16"" title=""2-7 Yrs "">2-7 Yrs</span>","Pune, Kolkata, Hyderabad/Secunderabad, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-embedded-software-developer-infinics-global-solutions-pvt-ltd-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-2-to-7-years-230822012080"")","c, C programming, Linux, NXP LX series, Xilinx, Qualcomm FSM, FPGA, Yocto OS"
Software Developer( GO/Java+Splunk/Phantom),MSys Technologies,"<span class=""ellipsis fleft fs12 lh16"" title=""4-6 Yrs "">4-6 Yrs</span>","Pune, Chennai, Bangalore/Bengaluru",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-go-java-splunk-phantom-msys-tech-india-pvt-ltd-pune-chennai-bangalore-bengaluru-4-to-6-years-290822005698"")","Splunk Development, Java backend, aws, Google Cloud, REST API, Datadog, IBM Cloud, REST APIs"
Senior Software Developer - Cloud (Immediate Joiners),Concentrix,"<span class=""ellipsis fleft fs12 lh16"" title=""4-9 Yrs "">4-9 Yrs</span>","Pune, Chennai, Bangalore/Bengaluru","10,00,000 - 20,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-developer-cloud-immediate-joiners-concentrix-daksh-services-india-private-limited-pune-chennai-bangalore-bengaluru-4-to-9-years-160222001385"")","Java, Microservices, SQL, Cloud Services"
Senior PHP Software Developer | FullStack,Transverser Labs (OPC) Private Limited,"<span class=""ellipsis fleft fs12 lh16"" title=""4-8 Yrs "">4-8 Yrs</span>","Pune, Vijayapura/Bijapur, Nasik/Nashik, Mahabaleshwar, Uttara, Chennai, Coimbatore, Bangalore/Bengaluru, Delhi / NCR","6,00,000 - 9,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-senior-php-software-developer-fullstack-transverser-labs-opc-private-limited-vijayapura-bijapur-nasik-nashik-mahabaleshwar-pune-uttara-chennai-coimbatore-bangalore-bengaluru-delhi-ncr-4-to-8-years-260822004721"")","PHP, Shopify, AJAX, GraphQL, Laravel, jQuery, Core PHP, OOPs"
Senior Software Developer,EXFO,"<span class=""ellipsis fleft fs12 lh16"" title=""5-10 Yrs "">5-10 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-developer-exfo-electro-optical-engineering-india-pvt-ltd-pune-5-to-10-years-160522500946"")","IPC, Sockets, Linux, C# NET, SOLID, COM, - layer, OOPs"
Senior Software Developer (Job Code - SD0822),Mindcrest,"<span class=""ellipsis fleft fs12 lh16"" title=""4-8 Yrs "">4-8 Yrs</span>",Pune(Kharadi),Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-developer-code-sd0822-mindcrest-india-pvt-ltd-pune-4-to-8-years-110822003416"")","c#, asp.net, xamarin, NHibernate, Javascript, SQL Server, tsql, JQuery"
Senior Php Software Developer,Solaris Finance,"<span class=""ellipsis fleft fs12 lh16"" title=""3-8 Yrs "">3-8 Yrs</span>","Pune, Delhi / NCR, Mumbai (All Areas)","15,00,000 - 16,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-senior-php-software-developer-solaris-finance-pune-delhi-ncr-mumbai-all-areas-3-to-8-years-250822000940"")","Javascript, PHP, Vue.Js, CSS, Unit Testing, Docker, Rest Api Development, Lumen"
Software Developer ( PHP & MySQL DB ) @ Kothrud Pune,CORPLEGAL BUSINESS SOLUTIONS PRIVATE LIMITED,"<span class=""ellipsis fleft fs12 lh16"" title=""1-2 Yrs "">1-2 Yrs</span>",Pune(Kothrud),"2,50,000 - 3,50,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-php-mysql-db-kothrud-pune-corplegal-business-solutions-private-limited-pune-1-to-2-years-020922005844"")","MYSQL DB, HTML5, PHP, CSS3"
Software Developer,IT company,"<span class=""ellipsis fleft fs12 lh16"" title=""5-10 Yrs "">5-10 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-it-company-pune-5-to-10-years-010922007729"")","Angularjs, Node, Javascript, React.Js, Flux, Webpack, React js, NPM"
Sr. Software Developer,Varian Medical Systems India Software Pvt Ltd,"<span class=""ellipsis fleft fs12 lh16"" title=""4-7 Yrs "">4-7 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-sr-software-developer-varian-medical-systems-india-software-pvt-ltd-pune-4-to-7-years-120821500631"")","IT Skills, Software Development, Testing, System architecture, Software design, jQuery, Web technologies, Analytical"
Senior Software Engineer Windows Developer,Emerson,"<span class=""ellipsis fleft fs12 lh16"" title=""3-6 Yrs "">3-6 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-engineer-windows-developer-emerson-innovation-center-pune-3-to-6-years-300822501259"")","Front end, Web technologies, Industrial automation, Windows, microsoft, Continuous improvement, WPF, CSS3"
Python Software Developer,Zensar,"<span class=""ellipsis fleft fs12 lh16"" title=""4-9 Yrs "">4-9 Yrs</span>","Pune, Hyderabad/Secunderabad, Bangalore/Bengaluru","14,00,000 - 24,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-python-software-developer-zensar-technologies-limited-hyderabad-secunderabad-pune-bangalore-bengaluru-4-to-9-years-220822001827"")","MongoDB, python, django, flask"
Senior Software Developer Android/Linux (Low Level),Faurecia,"<span class=""ellipsis fleft fs12 lh16"" title=""4-9 Yrs "">4-9 Yrs</span>",Pune,"9,00,000 - 15,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-developer-android-linux-low-level-faurecia-india-private-limited-pune-4-to-9-years-170822000526"")","Embedded C, device drivers, UART, I2C, linux kernel, Bluetooth, ARM7, USB"
Software Developer,Magna Steyr,"<span class=""ellipsis fleft fs12 lh16"" title=""0-2 Yrs "">0-2 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-magna-steyr-pune-0-to-2-years-270522502725"")","Computer science, Electrical engineering, Project development, Product engineering, QOS, Compliance, automotive electronics, CMMI"
Jr. Software Developer,D'source,"<span class=""ellipsis fleft fs12 lh16"" title=""0-2 Yrs "">0-2 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-jr-software-developer-d-source-pune-0-to-2-years-090822501222"")","Computer science, Backend, jQuery, Front end, Javascript, PHP, Workflow, HTML"
Software Developer,iFAST Financial,"<span class=""ellipsis fleft fs12 lh16"" title=""0-5 Yrs "">0-5 Yrs</span>","Pune, Kolkata, Mumbai, New Delhi, Chennai, Ahmedabad, Bangalore/Bengaluru",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-ifast-financial-india-pvt-ltd-kolkata-mumbai-new-delhi-pune-chennai-ahmedabad-bangalore-bengaluru-0-to-5-years-031221501003"")","Java Ee, Hibernate, Software Development, Unit Testing, Design Patterns, Spring Framework, Transaction Management, J2Ee"
Embedded software Developer,Turtlemint,"<span class=""ellipsis fleft fs12 lh16"" title=""0-6 Yrs "">0-6 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-embedded-software-developer-primohunt-corporate-pune-0-to-6-years-110722502697"")","RTOS, Linux, Functional testing, Ethernet, Agile, Instrumentation, SPI, Automotive"
Sr. Software Developer - Data & Analytics (ETL),Johnson Controls,"<span class=""ellipsis fleft fs12 lh16"" title=""4-8 Yrs "">4-8 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-sr-software-developer-data-analytics-etl-johnson-controls-pune-4-to-8-years-060622500523"")","Computer science, Data migration, Data management, Testing tools, MIS, Functional testing, Informatica, Test cases"
Software Developer -BPMS Appwork Developer,Sterlite Technologies,"<span class=""ellipsis fleft fs12 lh16"" title=""4-5 Yrs "">4-5 Yrs</span>","Pune, Ahmedabad, Mumbai (All Areas)",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-bpms-appwork-developer-sterlite-technologies-limited-pune-ahmedabad-mumbai-all-areas-4-to-5-years-250822006487"")","Java, Opentext, javascript, CSS, html, Node.Js, Angular"
Deputy Manager Software Developer(Java),Meera HR Verticals,"<span class=""ellipsis fleft fs12 lh16"" title=""8-10 Yrs "">8-10 Yrs</span>",Pune(Chinchwad),"20,00,000 - 25,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-deputy-manager-software-developer-java-meera-hr-verticals-pune-8-to-10-years-020922001490"")","Java, Software Development, Web Application Development, Spring Boot, JPA, debugging, analysis, code analysis"
Fullstack Software Developer - Java,Oracle,"<span class=""ellipsis fleft fs12 lh16"" title=""6-11 Yrs "">6-11 Yrs</span>","Pune, Bangalore/Bengaluru, Mumbai (All Areas)",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-fullstack-software-developer-java-oracle-india-pvt-ltd-pune-bangalore-bengaluru-mumbai-all-areas-6-to-11-years-170822006545"")","Java, Spring Boot, Spring, Microservices, Soap UI, Selenium, Gradle, Jasmine"
Senior Software Developer - Java,Quorum Software,"<span class=""ellipsis fleft fs12 lh16"" title=""6-8 Yrs "">6-8 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-developer-java-quorum-software-pune-6-to-8-years-210722502176"")","Agile, Selenium, Java EE, SDET, Java, object - oriented design patterns, JSF, Java script"
